date_call_up,month_matches,matches,num_matches,competition,national_team,coach,player_name,birth_date,player_id,player_main_position,player_first_alternative_position,player_second_alternative_position,club,minutes_played_club,minutes_played_national_team,avg_score_club,avg_score_national_team,league_tier,games_starting_xi,starter_rate,original_call_up_list,out_injury,out_personal_reason,replacement,is_currently_injured,estimated_recovery_days
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alexsandro Ribeiro,,,Centre-back,,,Lille,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Lucas Beraldo,,,Centre-back,,,PSG,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Carlos Augusto,,,Full-back,,,Inter de Milão,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Danilo,,,Full-back,Centre-back,,Flamengo,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Léo Ortiz,,,Centre-back,,,Flamengo,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Marquinhos,,,Centre-back,,,PSG,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vanderson,,,Full-back,,,Monaco,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Wesley,,,Full-back,,,Flamengo,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Andreas Pereira,,,Midfielder,,,Fulham,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Andrey Santos,,,Midfielder,,,Strasbourg,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Casemiro,,,Midfielder,,,Manchester United,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Éderson,,,Midfielder,,,Atalanta,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gerson,,,Midfielder,,,Flamengo,,,,,,1,0.5,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Antony,,,Forward,,,Betis,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Estêvão,,,Forward,,,Palmeiras,,,,,,1,0.5,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,,1,0.5,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Matheus Cunha,,,Forward,Midfielder,,Wolverhampton,,,,,,1,0.5,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Raphinha,,,Forward,,,Barcelona,,,,,,1,0.5,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Richarlison,,,Forward,,,Tottenham,,,,,,1,0.5,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,2,1,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alisson,,,Goalkeeper,,,Liverpool,,,,,,2,1,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,0,0,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Hugo Souza,,,Goalkeeper,,,Corinthians,,,,,,0,0,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alexsandro Ribeiro,,,Centre-back,,,Lille,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Caio Henrique,,,Full-back,Midfielder,,Monaco,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Douglas Santos,,,Full-back,,,Zenit,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Fabrício Bruno,,,Centre-back,,,Cruzeiro,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Marquinhos,,,Centre-back,,,PSG,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vitinho,,,Full-back,,,Botafogo,,,,,,1,0.5,,,,x,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vanderson,,,Full-back,,,Monaco,,,,,,0,0,x,x,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Wesley,,,Full-back,,,Roma,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Andrey Santos,,,Midfielder,,,Chelsea,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,2,1,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Casemiro,,,Midfielder,,,Manchester United,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Joelinton,,,Midfielder,,,Newcastle,,,,,,0,0,x,x,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Jean Lucas,,,Midfielder,,,Bahia,,,,,,0,0,,,,x,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Estêvão,,,Forward,,,Chelsea,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,João Pedro,,,Forward,,,Chelsea,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Kaio Jorge,,,Forward,,,Cruzeiro,,,,,,0,0,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Luiz Henrique,,,Forward,,,Zenit,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Matheus Cunha,,,Forward,Midfielder,,Manchester United,,,,,,0,0,x,x,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Samuel Lino,,,Forward,,,Flamengo,,,,,,1,0.5,,,,x,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Raphinha,,,Forward,,,Barcelona,,,,,,1,0.5,x,,,,,
8/25/2025,September 2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Richarlison,,,Forward,,,Tottenham,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,John,,,Goalkeeper,,,Nottingham Forest,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Hugo Souza,,,Goalkeeper,,,Corinthians,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Caio Henrique,,,Full-back,,,Monaco,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Carlos Augusto,,,Full-back,,,Internazionale,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Douglas Santos,,,Full-back,,,Zenit,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Éder Militão,,,Centre-back,Full-back,,Real Madrid,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Fabrício Bruno,,,Centre-back,,,Cruzeiro,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Lucas Beraldo,,,Centre-back,,,PSG,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Vitinho,,,Full-back,,,Botafogo,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Wesley,,,Full-back,,,Roma,,,,,,0,0,x,x,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Paulo Henrique,,,Full-back,,,Vasco da Gama,,,,,,1,0.5,,,,x,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,André,,,Midfielder,,,Wolverhampton,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,2,1,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Casemiro,,,Midfielder,,,Manchester United,,,,,,2,1,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,João Gomes,,,Midfielder,,,Wolverhampton,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Joelinton,,,Midfielder,,,Newcastle,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Estêvão,,,Forward,,,Chelsea,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Igor Jesus,,,Forward,,,Nottingham Forest,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Luiz Henrique,,,Forward,,,Zenit,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Matheus Cunha,,,Forward,Midfielder,,Manchester United,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Richarlison,,,Forward,,,Tottenham,,,,,,0,0,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Rodrygo,,,Forward,Midfielder,,Real Madrid,,,,,,1,0.5,x,,,,,
10/1/2025,October 2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,1,0.5,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Ederson,,,Goalkeeper,,,Fenerbahçe,,,,,,1,0.5,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Hugo Souza,,,Goalkeeper,,,Corinthians,,,,,,0,0,x,x,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,John,,,Goalkeeper,,,Nottingham Forest,,,,,,0,0,,,,x,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Alex Sandro,,,Full-back,Centre-back,,Flamengo,,,,,,1,0.5,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Danilo,,,Full-back,Centre-back,,Flamengo,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Caio Henrique,,,Full-back,Midfielder,,Monaco,,,,,,1,0.5,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Éder Militão,,,Centre-back,Full-back,,Real Madrid,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Fabrício Bruno,,,Centre-back,,,Cruzeiro,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,1,0.5,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Luciano Juba,,,Full-back,,,Bahia,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Marquinhos,,,Centre-back,,,PSG,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Paulo Henrique,,,Full-back,,,Vasco,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Wesley,,,Full-back,,,Roma,,,,,,1,0.5,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Andrey Santos,,,Midfielder,,,Chelsea,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Casemiro,,,Midfielder,,,Manchester United,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Fabinho,,,Midfielder,,,Al-Ittihad,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Estêvão,,,Forward,,,Chelsea,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,João Pedro,,,Forward,,,Chelsea,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Luiz Henrique,,,Forward,,,Zenit,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Matheus Cunha,,,Forward,Midfielder,,Manchester United,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Richarlison,,,Forward,,,Tottenham,,,,,,0,0,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Rodrygo,,,Forward,Midfielder,,Real Madrid,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,2,1,x,,,,,
11/3/2025,November 2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Vitor Roque,,,Forward,,,Palmeiras,,,,,,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Alisson,,,Goalkeeper,,,Liverpool,,,,,1,0,0,x,x,,,x,5
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Hugo Souza,,,Goalkeeper,,,Corinthians,,,,,9,0,0,,,,x,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Ederson,,,Goalkeeper,,,Fenerbahçe,,,,,,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Alex Sandro,,,Full-back,Centre-back,,Flamengo,,,,,9,0,0,x,x,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Kaiki,,,Full-back,,,Cruzeiro,,,,,9,0,0,,,,x,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,1,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Bremer,,,Centre-back,,,Juventus,,,,,2,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Danilo,,,Full-back,Centre-back,,Flamengo,,,,,9,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Douglas Santos,,,Full-back,,,Zenit,,,,,,2,1,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Ibañez,,,Centre-back,,,Al-Ahli,,,,,,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Leo Pereira,,,Centre-back,,,Flamengo,,,,,9,2,1,x,,,,x,2
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Marquinhos,,,Centre-back,,,PSG,,,,,4,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Wesley,,,Full-back,,,Roma,,,,,2,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Andrey Santos,,,Midfielder,,,Chelsea,,,,,1,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Casemiro,,,Midfielder,,,Manchester United,,,,,1,2,1,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Danilo,,,Midfielder,,,Botafogo,,,,,9,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Fabinho,,,Midfielder,,,Al-Ittihad,,,,,,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Gabriel Sara,,,Midfielder,,,Galatasaray,,,,,,0,0,x,,,,x,20
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Endrick,,,Forward,,,Lyon,,,,,4,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,1,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Igor Thiago,,,Forward,,,Brentford,,,,,1,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,João Pedro,,,Forward,,,Chelsea,,,,,1,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Luiz Henrique,,,Forward,,,Zenit,,,,,,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Matheus Cunha,,,Forward,Midfielder,,Manchester United,,,,,1,2,1,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Raphinha,,,Forward,,,Barcelona,,,,,3,1,0.5,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Rayan,,,Forward,,,Bournemouth,,,,,1,0,0,x,,,,,
3/16/2026,March 2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,3,2,1,x,,,,,
