date_call_up,month_matches,matches,num_matches,competition,national_team,coach,player_name,birth_date,player_id,player_main_position,player_first_alternative_position,player_second_alternative_position,club,minutes_played_club,minutes_played_national_team,avg_score_club,avg_score_national_team,league_tier,games_starting_xi,starter_rate,original_call_up_list,out_injury,out_personal_reason,replacement,is_currently_injured,estimated_recovery_days,sofascore_id,games_club,games_nt
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,09/01/2001,Rodrygo2001,Midfielder,Forward,,Real Madrid,294,159,778,705,,2,10,x,,,,,,910536,4,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Andreas Pereira,01/01/1996,AndreasPereira1996,Midfielder,,,Fulham,153,21,695,70,,0,0,,,,x,,,285949,2,1
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,304,0,74,,,0,0,x,x,,,,,868812,4,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Endrick,21/07/2006,Endrick2006,Forward,,,Real Madrid,42,26,73,64,,0,0,x,,,,,,1174937,4,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Igor Jesus,25/02/2001,IgorJesus2001,Forward,,,Botafogo,275,154,70,74,,2,10,x,,,,,,981619,4,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,276,10,683,65,,0,0,x,,,,,,922573,4,1
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Botafogo,296,43,695,79,,0,0,x,,,,,,1035995,4,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,360,168,735,765,,2,10,x,,,,,,831005,4,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Savinho,10/04/2004,Savinho2004,Forward,,,Manchester City,257,137,74,69,,2,10,x,,,,,,1046795,4,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Weverton,13/12/1987,Weverton1987,Goalkeeper,,,Palmeiras,180,0,65,,,0,0,x,,,,,,243529,2,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Manchester City,180,180,69,665,,2,10,x,,,,,,254491,2,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,450,0,694,,,0,0,x,,,,,,1016104,5,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Juventus,0,0,,,,1,5,x,,,,,,1064039,0,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Vanderson,21/06/2001,Vanderson2001,Full-back,,,Monaco,139,90,65,64,,1,5,x,,,,,,1090694,2,1
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Abner,27/05/2000,Abner2000,Full-back,,,Lyon,90,147,76,645,,2,10,x,,,,,,973838,1,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,14/04/1997,GuilhermeArana1997,Full-back,,,Atlético-MG,265,0,703,,,0,0,x,x,,,,,1127439,3,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Alex Telles,15/12/1992,AlexTelles1992,Full-back,,,Botafogo,246,0,71,,,0,0,,,,x,,,312110,3,0
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Leo Pereira,31/01/1996,LeoPereira1996,Centre-back,,,Flamengo,1656,180,726,665,9,2,10,x,,,,x,2,358548,19,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Lucas Beraldo,24/11/2003,LucasBeraldo2003,Centre-back,,,PSG,1351,180,699,635,,2,10,x,,,,,,1108441,17,2
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Lucas Beraldo,24/11/2003,LucasBeraldo2003,Centre-back,,,PSG,448,0,685,,,1,17,x,,,,,,1108441,6,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Beraldo,24/11/2003,LucasBeraldo2003,Centre-back,,,PSG,90,0,72,,,0,0,x,,,,,,1108441,1,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Beraldo,24/11/2003,LucasBeraldo2003,Centre-back,,,PSG,264,0,687,,,0,0,,,,x,,,1108441,4,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,André,16/07/2001,André2001,Midfielder,,,Wolverhampton,46,9,68,65,,0,0,x,,,,,,1035996,2,1
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Andreas Pereira,01/01/1996,AndreasPereira1996,Midfielder,,,Fulham,147,0,645,,,0,0,x,,,,,,285949,2,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,202,168,707,67,,2,10,x,,,,,,866469,3,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,20/05/1997,Gerson1997,Midfielder,,,Flamengo,270,176,767,715,,2,10,x,,,,,,611876,3,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,106,31,64,68,,0,0,x,,,,,,839981,2,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Raphinha,14/12/1996,Raphinha1996,Midfielder,,,Barcelona,232,180,877,725,,2,10,x,,,,,,831005,3,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Estêvão,24/04/2007,Estêvão2007,Forward,,,Palmeiras,177,18,74,62,,0,0,x,,,,,,1597265,2,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Igor Jesus,25/02/2001,IgorJesus2001,Forward,,,Botafogo,241,126,757,67,,2,10,x,,,,,,981619,3,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Botafogo,250,54,783,66,,0,0,x,,,,,,1035995,3,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,09/01/2001,Rodrygo2001,Forward,,,Real Madrid,112,0,66,,,0,0,x,x,,,,,910536,2,0
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,263,40,703,66,,0,0,,,,x,,,922573,4,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Savinho,10/04/2004,Savinho2004,Forward,,,Manchester City,316,141,792,72,,2,10,x,,,,,,1046795,4,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,270,180,803,70,,2,10,x,,,,,,868812,3,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,1620,78,713,68,,1,5,x,x,,,,,243609,18,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,1440,102,71,64,,1,5,x,,,,,,1016104,16,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Manchester City,1260,0,709,,,0,0,x,x,,,,,254491,14,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Weverton,13/12/1987,Weverton1987,Goalkeeper,,,Palmeiras,1440,0,703,,,0,0,,,,x,,,243529,16,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Perri,10/12/1997,LucasPerri1997,Goalkeeper,,,Lyon,1710,0,731,,,0,0,,,,x,,,871290,19,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Flamengo,283,0,668,,,0,0,x,x,,,,,1064039,6,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Alex Sandro,26/01/1991,AlexSandro1991,Full-back,Centre-back,,Flamengo,435,0,717,,,0,0,,,,x,,,84854,7,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Lucas Beraldo,24/11/2003,LucasBeraldo2003,Centre-back,,,PSG,684,16,695,65,,0,0,x,,,,,,1108441,10,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,14/04/1997,GuilhermeArana1997,Full-back,,,Atlético-MG,1019,180,72,65,,2,10,x,,,,,,1127439,14,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Lucas Beraldo,24/11/2003,LucasBeraldo2003,Centre-back,,,PSG,160,90,815,66,,1,5,x,,,,,,1108441,2,1
3/3/2023,01/03/2023,MAR x BRA,1,friendly,Brazil,Ramon Menezes,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,1080,0,692,,,0,0,x,,,,,,155995,13,0
5/28/2023,01/06/2023,BRA x GUI / BRA x SEN,2,friendly,Brazil,Ramon Menezes,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,718,180,709,675,,2,10,x,,,,,,155995,8,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Vanderson,21/06/2001,Vanderson2001,Full-back,,,Monaco,1640,79,705,65,,1,5,x,,,,,,1090694,20,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Wesley,06/09/2003,Wesley2003,Full-back,,,Flamengo,883,101,732,675,,1,5,x,,,,,,1134200,12,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,André,16/07/2001,André2001,Midfielder,,,Wolverhampton,1374,96,687,67,,1,5,x,,,,,,1035996,18,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,1695,78,721,70,,1,5,x,,,,,,866469,21,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,20/05/1997,Gerson1997,Midfielder,,,Flamengo,757,28,724,68,,1,5,x,,,,,,611876,10,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Joelinton,14/08/1996,Joelinton1996,Midfielder,,,Newcastle,1230,107,687,63,,1,5,x,,,,,,560128,16,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Matheus Cunha,27/05/1999,MatheusCunha1999,Midfielder,Forward,,Wolverhampton,1468,99,76,695,,1,5,x,,,,,,886363,17,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Neymar,05/02/1992,Neymar1992,Midfielder,Forward,,Santos,508,0,773,,,0,0,x,x,,,,,124712,7,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Endrick,21/07/2006,Endrick2006,Forward,,,Real Madrid,378,45,691,66,,0,0,,,,x,,,1174937,17,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Estêvão,24/04/2007,Estêvão2007,Forward,,,Palmeiras,1172,0,74,,,0,0,x,,,,,,1597265,15,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,João Pedro,26/09/2001,JoãoPedro2001,Forward,,,Brighton,1352,60,718,65,,1,5,x,,,,,,975079,18,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,1865,180,787,74,,2,10,x,,,,,,831005,23,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,09/01/2001,Rodrygo2001,Forward,Midfielder,,Real Madrid,1715,123,767,645,,2,10,x,,,,,,910536,24,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Savinho,10/04/2004,Savinho2004,Forward,,,Manchester City,1333,33,709,67,,0,0,x,,,,,,1046795,21,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,1609,179,728,745,,2,10,x,,,,,,868812,20,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,630,180,724,71,,2,10,x,,,,,,243609,7,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,990,0,684,,,0,0,x,,,,,,1016104,11,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Hugo Souza,31/01/1999,HugoSouza1999,Goalkeeper,,,Corinthians,990,0,699,,,0,0,x,,,,,,950454,11,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alex Sandro,26/01/1991,AlexSandro1991,Full-back,Centre-back,,Flamengo,866,164,715,69,,2,10,x,,,,,,84854,11,2
8/18/2023,01/09/2023,BRA x BOL / PER x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,235,180,683,725,,2,10,x,,,,,,155995,6,2
9/23/2023,01/10/2023,BRA x VEN / URU x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,90,180,77,685,,2,10,x,,,,,,155995,1,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Carlos Augusto,07/01/1999,CarlosAugusto1999,Full-back,,,Inter de Milão,917,0,702,,,0,0,x,,,,,,929199,14,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Flamengo,228,0,67,,,0,0,x,,,,,,1064039,5,0
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,251,135,713,675,,2,10,x,,,,,,155995,3,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,947,0,734,,,0,0,x,x,,,,,155995,12,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vanderson,21/06/2001,Vanderson2001,Full-back,,,Monaco,392,179,701,75,,2,10,x,,,,,,1090694,7,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Wesley,06/09/2003,Wesley2003,Full-back,,,Flamengo,1045,0,732,,,0,0,x,,,,,,1134200,13,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Andreas Pereira,01/01/1996,AndreasPereira1996,Midfielder,,,Fulham,501,1,664,,,0,0,x,,,,,,285949,8,1
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Andrey Santos,03/05/2004,AndreySantos2004,Midfielder,,,Strasbourg,720,12,745,65,,0,0,x,,,,,,1105779,8,1
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,851,179,723,75,,2,10,x,,,,,,866469,10,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Casemiro,23/02/1992,Casemiro1992,Midfielder,,,Manchester United,845,180,76,74,,2,10,x,,,,,,122951,10,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Éderson,07/07/1999,Éderson1999,Midfielder,,,Atalanta,562,0,701,,,0,0,x,,,,,,946888,8,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gerson,20/05/1997,Gerson1997,Midfielder,,,Flamengo,1019,89,726,67,,1,5,x,,,,,,611876,14,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Antony,24/02/2000,Antony2000,Forward,,,Betis,1138,0,751,,,0,0,x,,,,,,958380,14,0
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Estêvão,24/04/2007,Estêvão2007,Forward,,,Palmeiras,1306,64,708,67,,1,5,x,,,,,,1597265,17,1
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,1062,116,706,69,,1,5,x,,,,,,922573,13,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Matheus Cunha,27/05/1999,MatheusCunha1999,Forward,Midfielder,,Wolverhampton,455,105,763,705,,1,5,x,,,,,,886363,7,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,1220,90,772,76,,1,5,x,,,,,,831005,15,1
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Richarlison,10/05/1997,Richarlison1997,Forward,,,Tottenham,404,76,658,625,,1,5,x,,,,,,840217,10,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,898,168,733,67,,2,10,x,,,,,,868812,12,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,315,180,722,765,,2,10,x,,,,,,243609,4,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,315,0,655,,,0,0,x,,,,,,1016104,5,0
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Hugo Souza,31/01/1999,HugoSouza1999,Goalkeeper,,,Corinthians,1080,0,694,,,0,0,x,,,,,,950454,12,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,589,0,703,,,5,83,x,,,,,,155995,8,0
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Caio Henrique,31/07/1997,CaioHenrique1997,Full-back,Midfielder,,Monaco,338,90,728,69,,1,5,x,,,,,,845170,9,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Douglas Santos,22/03/1994,DouglasSantos1994,Full-back,,,Zenit,411,90,658,77,,1,5,x,,,,,,243583,9,1
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,109,360,70,725,,2,10,x,,,,,,155995,2,4
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,249,180,74,69,,2,10,x,,,,,,155995,3,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,180,180,735,725,,2,10,x,,,,,,155995,2,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vitinho,23/07/1999,Vitinho1999,Full-back,,,Botafogo,1249,61,712,65,,1,5,,,,x,,,914477,16,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Vanderson,21/06/2001,Vanderson2001,Full-back,,,Monaco,132,0,68,,,0,0,x,x,,,,,1090694,6,0
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Wesley,06/09/2003,Wesley2003,Full-back,,,Roma,808,90,697,78,,1,5,x,,,,,,1134200,11,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Andrey Santos,03/05/2004,AndreySantos2004,Midfielder,,,Chelsea,300,97,671,685,,1,5,x,,,,,,1105779,8,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,450,180,71,805,,2,10,x,,,,,,866469,6,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Casemiro,23/02/1992,Casemiro1992,Midfielder,,,Manchester United,236,66,695,73,,1,5,x,,,,,,122951,7,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Joelinton,14/08/1996,Joelinton1996,Midfielder,,,Newcastle,381,0,634,,,0,0,x,x,,,,,560128,5,0
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,180,109,77,71,,1,5,x,,,,,,839981,6,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Jean Lucas,22/06/1998,JeanLucas1998,Midfielder,,,Bahia,1066,17,715,64,,0,0,,,,x,,,927975,13,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Estêvão,24/04/2007,Estêvão2007,Forward,,,Chelsea,604,95,702,725,,1,5,x,,,,,,1597265,9,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,325,71,67,74,,1,5,x,,,,,,922573,6,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,João Pedro,26/09/2001,JoãoPedro2001,Forward,,,Chelsea,412,100,759,665,,1,5,x,,,,,,975079,7,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Kaio Jorge,24/01/2002,KaioJorge2002,Forward,,,Cruzeiro,982,19,721,65,,0,0,x,,,,,,954888,14,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Zenit,278,85,695,725,,1,5,x,,,,,,1035995,8,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Matheus Cunha,27/05/1999,MatheusCunha1999,Forward,Midfielder,,Manchester United,315,0,68,,,0,0,x,x,,,,,886363,6,0
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Samuel Lino,23/12/1999,SamuelLino1999,Forward,,,Flamengo,601,61,731,65,,1,5,,,,x,,,874705,10,1
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,302,108,712,70,,1,5,x,,,,,,831005,6,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Richarlison,10/05/1997,Richarlison1997,Forward,,,Tottenham,446,72,719,645,,1,5,x,,,,,,840217,7,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,360,90,703,69,,1,5,x,,,,,,1016104,4,1
